learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
6,19,16,0.22,0.863,0.181,0.391815
6,19,17,0.22,0.863,0.181,0.67395
6,19,18,0.22,0.863,0.181,0.44754
7,8,0,0.209,0.866,0.153,0.684998
7,8,1,0.209,0.866,0.153,0.404724
7,8,2,0.209,0.866,0.153,0.760681
7,8,3,0.209,0.866,0.153,0.283752
7,8,4,0.209,0.866,0.153,0.485931
7,8,5,0.209,0.866,0.153,0.900909
7,8,6,0.209,0.866,0.153,0.680756
7,8,7,0.209,0.866,0.153,0.147705
7,8,7,0.209,0.866,0.153,0.762482
7,8,7,0.209,0.866,0.153,0.098755
7,8,7,0.209,0.866,0.153,0.106384
8,10,0,0.223,0.887,0.165,0.8974
8,10,1,0.223,0.887,0.165,0.047119
8,10,1,0.223,0.887,0.165,0.711426
8,10,1,0.223,0.887,0.165,0.478058
8,10,2,0.223,0.887,0.165,0.834991
8,10,3,0.223,0.887,0.165,0.921661
8,10,4,0.223,0.887,0.165,0.444305
8,10,5,0.223,0.887,0.165,0.646332
8,10,6,0.223,0.887,0.165,0.818176
8,10,7,0.223,0.887,0.165,0.177032
8,10,7,0.223,0.887,0.165,0.810913
8,10,7,0.223,0.887,0.165,0.013916
8,10,7,0.223,0.887,0.165,0.905182
8,10,8,0.223,0.887,0.165,0.194305
8,10,8,0.223,0.887,0.165,0.033722
8,10,8,0.223,0.887,0.165,0.925629
8,10,9,0.223,0.887,0.165,0.87381
9,13,0,0.199,0.871,0.156,0.428131
9,13,1,0.199,0.871,0.156,0.33783
9,13,2,0.199,0.871,0.156,0.551819
9,13,3,0.199,0.871,0.156,0.175262
9,13,3,0.199,0.871,0.156,0.717133
9,13,3,0.199,0.871,0.156,0.744354
9,13,4,0.199,0.871,0.156,0.800385
9,13,5,0.199,0.871,0.156,0.993378
9,13,6,0.199,0.871,0.156,0.195496
9,13,6,0.199,0.871,0.156,0.613403
9,13,6,0.199,0.871,0.156,0.351379
9,13,7,0.199,0.871,0.156,0.573944
9,13,8,0.199,0.871,0.156,0.788788
9,13,9,0.199,0.871,0.156,0.931396
9,13,10,0.199,0.871,0.156,0.498962
9,13,11,0.199,0.871,0.156,0.979279
9,13,12,0.199,0.871,0.156,0.666901
10,7,0,0.2,0.876,0.158,0.561859
10,7,1,0.2,0.876,0.158,0.357971
10,7,2,0.2,0.876,0.158,0.269318
10,7,3,0.2,0.876,0.158,0.165527
10,7,3,0.2,0.876,0.158,0.026093
10,7,3,0.2,0.876,0.158,0.937958
10,7,4,0.2,0.876,0.158,0.983917
10,7,5,0.2,0.876,0.158,0.570007
10,7,6,0.2,0.876,0.158,0.949249
11,2,0,0.194,0.867,0.189,0.760956
11,2,1,0.194,0.867,0.189,0.532471
12,19,0,0.221,0.877,0.142,0.436005
12,19,1,0.221,0.877,0.142,0.478271
12,19,2,0.221,0.877,0.142,0.52533
12,19,3,0.221,0.877,0.142,0.691681
12,19,4,0.221,0.877,0.142,0.520081
12,19,5,0.221,0.877,0.142,0.00174
12,19,5,0.221,0.877,0.142,0.809906
12,19,5,0.221,0.877,0.142,0.229614
12,19,6,0.221,0.877,0.142,0.08963
12,19,6,0.221,0.877,0.142,0.297913
12,19,6,0.221,0.877,0.142,0.651062
12,19,7,0.221,0.877,0.142,0.582947
12,19,8,0.221,0.877,0.142,0.139374
12,19,8,0.221,0.877,0.142,0.525085
12,19,8,0.221,0.877,0.142,0.37854
12,19,9,0.221,0.877,0.142,0.949585
12,19,10,0.221,0.877,0.142,0.82547
12,19,11,0.221,0.877,0.142,0.902496
12,19,12,0.221,0.877,0.142,0.713928
12,19,13,0.221,0.877,0.142,0.808044
12,19,14,0.221,0.877,0.142,0.079071
12,19,14,0.221,0.877,0.142,0.264221
12,19,14,0.221,0.877,0.142,0.818665
12,19,15,0.221,0.877,0.142,0.519257
12,19,16,0.221,0.877,0.142,0.859039
12,19,17,0.221,0.877,0.142,0.061462
12,19,17,0.221,0.877,0.142,0.912659
12,19,18,0.221,0.877,0.142,0.34848
13,8,0,0.232,0.87,0.181,0.35672
13,8,1,0.232,0.87,0.181,0.254303
13,8,2,0.232,0.87,0.181,0.863922
13,8,3,0.232,0.87,0.181,0.178406
13,8,3,0.232,0.87,0.181,0.799377
13,8,3,0.232,0.87,0.181,0.933044
13,8,4,0.232,0.87,0.181,0.979187
13,8,5,0.232,0.87,0.181,0.524719
13,8,6,0.232,0.87,0.181,0.66214
13,8,7,0.232,0.87,0.181,0.197235
13,8,7,0.232,0.87,0.181,0.439636
13,8,7,0.232,0.87,0.181,0.548584
14,7,0,0.219,0.871,0.161,0.646118
14,7,1,0.219,0.871,0.161,0.695709
14,7,2,0.219,0.871,0.161,0.519104
14,7,3,0.219,0.871,0.161,0.052307
14,7,3,0.219,0.871,0.161,0.113525
14,7,3,0.219,0.871,0.161,0.671356
14,7,4,0.219,0.871,0.161,0.232117
14,7,5,0.219,0.871,0.161,0.209656
14,7,5,0.219,0.871,0.161,0.713501
14,7,5,0.219,0.871,0.161,0.027435
14,7,5,0.219,0.871,0.161,0.961151
14,7,6,0.219,0.871,0.161,0.315735
15,15,0,0.218,0.879,0.17,0.107147
15,15,0,0.218,0.879,0.17,0.208069
15,15,0,0.218,0.879,0.17,0.038086
15,15,1,0.218,0.879,0.17,0.671509
15,15,2,0.218,0.879,0.17,0.193726
15,15,2,0.218,0.879,0.17,0.924835
15,15,3,0.218,0.879,0.17,0.039764
15,15,3,0.218,0.879,0.17,0.634369
15,15,3,0.218,0.879,0.17,0.107788
15,15,3,0.218,0.879,0.17,0.531433
15,15,4,0.218,0.879,0.17,0.94632
15,15,5,0.218,0.879,0.17,0.140686
15,15,5,0.218,0.879,0.17,0.648773
15,15,5,0.218,0.879,0.17,0.934723
15,15,6,0.218,0.879,0.17,0.186523
15,15,6,0.218,0.879,0.17,0.35675
15,15,6,0.218,0.879,0.17,0.862549
15,15,7,0.218,0.879,0.17,0.645416
15,15,8,0.218,0.879,0.17,0.987274
15,15,9,0.218,0.879,0.17,0.196228
15,15,9,0.218,0.879,0.17,0.604401
15,15,9,0.218,0.879,0.17,0.676178
15,15,10,0.218,0.879,0.17,0.20578
15,15,10,0.218,0.879,0.17,0.9198
15,15,11,0.218,0.879,0.17,0.299469
15,15,12,0.218,0.879,0.17,0.771912
15,15,13,0.218,0.879,0.17,0.540619
15,15,14,0.218,0.879,0.17,0.032196
15,15,14,0.218,0.879,0.17,0.640198
15,15,14,0.218,0.879,0.17,0.062958
15,15,14,0.218,0.879,0.17,0.907776
16,8,0,0.201,0.854,0.167,0.888275
16,8,1,0.201,0.854,0.167,0.403839
16,8,2,0.201,0.854,0.167,0.647278
16,8,3,0.201,0.854,0.167,0.09137
16,8,3,0.201,0.854,0.167,0.580719
16,8,3,0.201,0.854,0.167,0.34845
16,8,4,0.201,0.854,0.167,0.533447
16,8,5,0.201,0.854,0.167,0.910767
16,8,6,0.201,0.854,0.167,0.063202
16,8,6,0.201,0.854,0.167,0.269684
16,8,6,0.201,0.854,0.167,0.660339
16,8,7,0.201,0.854,0.167,0.355408
17,16,0,0.22,0.885,0.159,0.715729
17,16,1,0.22,0.885,0.159,0.918976
17,16,2,0.22,0.885,0.159,0.19696
17,16,2,0.22,0.885,0.159,0.480164
17,16,2,0.22,0.885,0.159,0.083313
17,16,2,0.22,0.885,0.159,0.884216
17,16,3,0.22,0.885,0.159,0.75412
17,16,4,0.22,0.885,0.159,0.007019
17,16,4,0.22,0.885,0.159,0.523376
17,16,4,0.22,0.885,0.159,0.154877
17,16,4,0.22,0.885,0.159,0.216888
17,16,5,0.22,0.885,0.159,0.915466
17,16,6,0.22,0.885,0.159,0.310028
17,16,7,0.22,0.885,0.159,0.40097
17,16,8,0.22,0.885,0.159,0.467346
17,16,9,0.22,0.885,0.159,0.81012
17,16,10,0.22,0.885,0.159,0.350769
17,16,11,0.22,0.885,0.159,0.756866
17,16,12,0.22,0.885,0.159,0.361267
17,16,13,0.22,0.885,0.159,0.514374
17,16,14,0.22,0.885,0.159,0.80304
17,16,15,0.22,0.885,0.159,0.686462
18,10,0,0.213,0.871,0.173,0.772552
18,10,1,0.213,0.871,0.173,0.923889
18,10,2,0.213,0.871,0.173,0.143372
18,10,2,0.213,0.871,0.173,0.16626
18,10,2,0.213,0.871,0.173,0.891754
18,10,3,0.213,0.871,0.173,0.37912
18,10,4,0.213,0.871,0.173,0.782227
18,10,5,0.213,0.871,0.173,0.834564
18,10,6,0.213,0.871,0.173,0.245026
18,10,7,0.213,0.871,0.173,0.797516
18,10,8,0.213,0.871,0.173,0.777222
18,10,9,0.213,0.871,0.173,0.630249
19,5,0,0.203,0.874,0.147,0.67395
19,5,1,0.203,0.874,0.147,0.592041
19,5,2,0.203,0.874,0.147,0.970062
19,5,3,0.203,0.874,0.147,0.303986
19,5,4,0.203,0.874,0.147,0.129456
19,5,4,0.203,0.874,0.147,0.679993
19,5,4,0.203,0.874,0.147,0.852722
20,16,0,0.203,0.875,0.159,0.397614
20,16,1,0.203,0.875,0.159,0.657837
20,16,2,0.203,0.875,0.159,0.447845
20,16,3,0.203,0.875,0.159,0.545197
20,16,4,0.203,0.875,0.159,0.522217
20,16,5,0.203,0.875,0.159,0.508484
20,16,6,0.203,0.875,0.159,0.84024
20,16,7,0.203,0.875,0.159,0.465027
20,16,8,0.203,0.875,0.159,0.450653
20,16,9,0.203,0.875,0.159,0.088348
20,16,9,0.203,0.875,0.159,0.324097
20,16,9,0.203,0.875,0.159,0.89035
20,16,10,0.203,0.875,0.159,0.805359
20,16,11,0.203,0.875,0.159,0.906921
20,16,12,0.203,0.875,0.159,0.346619
20,16,13,0.203,0.875,0.159,0.950012
20,16,14,0.203,0.875,0.159,0.886475
20,16,15,0.203,0.875,0.159,0.286896
21,6,0,0.224,0.868,0.161,0.162689
21,6,0,0.224,0.868,0.161,0.772583
21,6,0,0.224,0.868,0.161,0.582031
21,6,1,0.224,0.868,0.161,0.205017
21,6,1,0.224,0.868,0.161,0.247711
21,6,1,0.224,0.868,0.161,0.528595
21,6,2,0.224,0.868,0.161,0.725494
21,6,3,0.224,0.868,0.161,0.536011
21,6,4,0.224,0.868,0.161,0.053375
21,6,4,0.224,0.868,0.161,0.910095
21,6,5,0.224,0.868,0.161,0.910797
22,11,0,0.213,0.886,0.179,0.026978
22,11,0,0.213,0.886,0.179,0.502563
22,11,0,0.213,0.886,0.179,0.916199
22,11,1,0.213,0.886,0.179,0.344086
22,11,2,0.213,0.886,0.179,0.955902
22,11,3,0.213,0.886,0.179,0.642517
22,11,4,0.213,0.886,0.179,0.1651
22,11,4,0.213,0.886,0.179,0.017181
22,11,4,0.213,0.886,0.179,0.895386
22,11,5,0.213,0.886,0.179,0.70755
22,11,6,0.213,0.886,0.179,0.143555
22,11,6,0.213,0.886,0.179,0.129028
22,11,6,0.213,0.886,0.179,0.310211
22,11,7,0.213,0.886,0.179,0.787628
22,11,8,0.213,0.886,0.179,0.392242
22,11,9,0.213,0.886,0.179,0.703644
22,11,10,0.213,0.886,0.179,0.777435
23,1,0,0.201,0.886,0.163,0.415558
24,12,0,0.204,0.882,0.181,0.393799
24,12,1,0.204,0.882,0.181,0.510742
24,12,2,0.204,0.882,0.181,0.253204
24,12,3,0.204,0.882,0.181,0.99173
24,12,4,0.204,0.882,0.181,0.651947
24,12,5,0.204,0.882,0.181,0.816376
24,12,6,0.204,0.882,0.181,0.906952
24,12,7,0.204,0.882,0.181,0.791809
24,12,8,0.204,0.882,0.181,0.128143
24,12,8,0.204,0.882,0.181,0.072174
24,12,8,0.204,0.882,0.181,0.781158
24,12,9,0.204,0.882,0.181,0.827332
24,12,10,0.204,0.882,0.181,0.031097
24,12,10,0.204,0.882,0.181,0.541321
24,12,10,0.204,0.882,0.181,0.842377
24,12,11,0.204,0.882,0.181,0.215393
25,15,0,0.222,0.878,0.162,0.736145
25,15,1,0.222,0.878,0.162,0.571777
25,15,2,0.222,0.878,0.162,0.577118
25,15,3,0.222,0.878,0.162,0.329468
25,15,4,0.222,0.878,0.162,0.707184
25,15,5,0.222,0.878,0.162,0.719391
25,15,6,0.222,0.878,0.162,0.265503
25,15,7,0.222,0.878,0.162,0.270111
25,15,8,0.222,0.878,0.162,0.096558
25,15,8,0.222,0.878,0.162,0.467957
25,15,8,0.222,0.878,0.162,0.271362
25,15,9,0.222,0.878,0.162,0.481201
25,15,10,0.222,0.878,0.162,0.910919
25,15,11,0.222,0.878,0.162,0.854218
25,15,12,0.222,0.878,0.162,0.572205
25,15,13,0.222,0.878,0.162,0.008179
25,15,13,0.222,0.878,0.162,0.300873
25,15,13,0.222,0.878,0.162,0.340668
25,15,14,0.222,0.878,0.162,0.804443
26,20,0,0.21,0.877,0.164,0.856262
26,20,1,0.21,0.877,0.164,0.867889
26,20,2,0.21,0.877,0.164,0.483246
26,20,3,0.21,0.877,0.164,0.052917
26,20,3,0.21,0.877,0.164,0.656433
26,20,3,0.21,0.877,0.164,0.184143
26,20,4,0.21,0.877,0.164,0.285828
26,20,5,0.21,0.877,0.164,0.865723
26,20,6,0.21,0.877,0.164,0.898682
26,20,7,0.21,0.877,0.164,0.454285
26,20,8,0.21,0.877,0.164,0.065308
26,20,8,0.21,0.877,0.164,0.057678
26,20,8,0.21,0.877,0.164,0.193146
26,20,9,0.21,0.877,0.164,0.535004
26,20,10,0.21,0.877,0.164,0.641296
26,20,11,0.21,0.877,0.164,0.107849
26,20,11,0.21,0.877,0.164,0.55603
26,20,11,0.21,0.877,0.164,0.22522
26,20,12,0.21,0.877,0.164,0.414154
26,20,13,0.21,0.877,0.164,0.457428
26,20,14,0.21,0.877,0.164,0.29541
26,20,15,0.21,0.877,0.164,0.945435
26,20,16,0.21,0.877,0.164,0.814819
26,20,17,0.21,0.877,0.164,0.992767
26,20,18,0.21,0.877,0.164,0.398834
26,20,19,0.21,0.877,0.164,0.586151
27,10,0,0.197,0.884,0.171,0.94577
27,10,1,0.197,0.884,0.171,0.410645
27,10,2,0.197,0.884,0.171,0.035614
27,10,2,0.197,0.884,0.171,0.602264
27,10,2,0.197,0.884,0.171,0.191559
27,10,3,0.197,0.884,0.171,0.296448
27,10,4,0.197,0.884,0.171,0.418518
27,10,5,0.197,0.884,0.171,0.377655
27,10,6,0.197,0.884,0.171,0.596497
27,10,7,0.197,0.884,0.171,0.335114
27,10,8,0.197,0.884,0.171,0.340302
27,10,9,0.197,0.884,0.171,0.304047
28,20,0,0.222,0.858,0.156,0.596558
28,20,1,0.222,0.858,0.156,0.580322
28,20,2,0.222,0.858,0.156,0.835266
28,20,3,0.222,0.858,0.156,0.831726
28,20,4,0.222,0.858,0.156,0.727386
28,20,5,0.222,0.858,0.156,0.861572
28,20,6,0.222,0.858,0.156,0.527496
28,20,7,0.222,0.858,0.156,0.767761
28,20,8,0.222,0.858,0.156,0.316895
28,20,9,0.222,0.858,0.156,0.98822
28,20,10,0.222,0.858,0.156,0.346985
28,20,11,0.222,0.858,0.156,0.668488
28,20,12,0.222,0.858,0.156,0.796509
28,20,13,0.222,0.858,0.156,0.88031
28,20,14,0.222,0.858,0.156,0.080475
28,20,14,0.222,0.858,0.156,0.798157
28,20,14,0.222,0.858,0.156,0.030731
28,20,15,0.222,0.858,0.156,0.371704
28,20,16,0.222,0.858,0.156,0.300964
28,20,17,0.222,0.858,0.156,0.075348
28,20,17,0.222,0.858,0.156,0.660889
28,20,17,0.222,0.858,0.156,0.876434
28,20,18,0.222,0.858,0.156,0.240417
28,20,19,0.222,0.858,0.156,0.183746
28,20,19,0.222,0.858,0.156,0.916656
29,20,0,0.225,0.848,0.187,0.979218
29,20,1,0.225,0.848,0.187,0.02066
29,20,1,0.225,0.848,0.187,0.805695
29,20,1,0.225,0.848,0.187,0.942657
29,20,2,0.225,0.848,0.187,0.440704
29,20,3,0.225,0.848,0.187,0.39151
29,20,4,0.225,0.848,0.187,0.107361
29,20,4,0.225,0.848,0.187,0.828674
29,20,4,0.225,0.848,0.187,0.102783
29,20,4,0.225,0.848,0.187,0.670258
29,20,5,0.225,0.848,0.187,0.813629
29,20,6,0.225,0.848,0.187,0.75943
29,20,7,0.225,0.848,0.187,0.701965
29,20,8,0.225,0.848,0.187,0.731964
29,20,9,0.225,0.848,0.187,0.511627
29,20,10,0.225,0.848,0.187,0.827728
29,20,11,0.225,0.848,0.187,0.285431
29,20,12,0.225,0.848,0.187,0.161499
29,20,12,0.225,0.848,0.187,0.625793
29,20,12,0.225,0.848,0.187,0.708191
29,20,13,0.225,0.848,0.187,0.375122
29,20,14,0.225,0.848,0.187,0.792328
29,20,15,0.225,0.848,0.187,0.517181
29,20,16,0.225,0.848,0.187,0.902832
29,20,17,0.225,0.848,0.187,0.553711
29,20,18,0.225,0.848,0.187,0.639374
29,20,19,0.225,0.848,0.187,0.197418
29,20,19,0.225,0.848,0.187,0.613525
29,20,19,0.225,0.848,0.187,0.274323
30,13,0,0.214,0.883,0.167,0.269409
30,13,1,0.214,0.883,0.167,0.521515
30,13,2,0.214,0.883,0.167,0.141205
30,13,2,0.214,0.883,0.167,0.468292
30,13,2,0.214,0.883,0.167,0.653595
30,13,3,0.214,0.883,0.167,0.813812
30,13,4,0.214,0.883,0.167,0.836548
30,13,5,0.214,0.883,0.167,0.014984
30,13,5,0.214,0.883,0.167,0.111816
30,13,5,0.214,0.883,0.167,0.773102
30,13,6,0.214,0.883,0.167,0.612457
30,13,7,0.214,0.883,0.167,0.118713
30,13,7,0.214,0.883,0.167,0.36731
30,13,7,0.214,0.883,0.167,0.350861
30,13,8,0.214,0.883,0.167,0.504364
30,13,9,0.214,0.883,0.167,0.394714
30,13,10,0.214,0.883,0.167,0.537201
30,13,11,0.214,0.883,0.167,0.03833
30,13,11,0.214,0.883,0.167,0.039612
30,13,11,0.214,0.883,0.167,0.518799
30,13,12,0.214,0.883,0.167,0.196136
30,13,12,0.214,0.883,0.167,0.457062
30,13,12,0.214,0.883,0.167,0.86142
31,10,0,0.21,0.878,0.158,0.576477
31,10,1,0.21,0.878,0.158,0.247589
31,10,2,0.21,0.878,0.158,0.565491
31,10,3,0.21,0.878,0.158,0.671967
31,10,4,0.21,0.878,0.158,0.24585
31,10,5,0.21,0.878,0.158,0.983948
31,10,6,0.21,0.878,0.158,0.117706
31,10,6,0.21,0.878,0.158,0.513641
31,10,6,0.21,0.878,0.158,0.964233
31,10,7,0.21,0.878,0.158,0.029602
31,10,7,0.21,0.878,0.158,0.284424
31,10,7,0.21,0.878,0.158,0.43515
31,10,8,0.21,0.878,0.158,0.971771
31,10,9,0.21,0.878,0.158,0.314911
32,15,0,0.224,0.892,0.171,0.886108
32,15,1,0.224,0.892,0.171,0.810333
32,15,2,0.224,0.892,0.171,0.815521
32,15,3,0.224,0.892,0.171,0.442444
32,15,4,0.224,0.892,0.171,0.520325
32,15,5,0.224,0.892,0.171,0.024719
32,15,5,0.224,0.892,0.171,0.025665
32,15,5,0.224,0.892,0.171,0.880035
32,15,6,0.224,0.892,0.171,0.166168
32,15,6,0.224,0.892,0.171,0.086029
32,15,6,0.224,0.892,0.171,0.701538
32,15,7,0.224,0.892,0.171,0.467468
32,15,8,0.224,0.892,0.171,0.223785
32,15,8,0.224,0.892,0.171,0.834991
32,15,8,0.224,0.892,0.171,0.352386
32,15,9,0.224,0.892,0.171,0.05188
32,15,9,0.224,0.892,0.171,0.044617
32,15,9,0.224,0.892,0.171,0.929749
32,15,10,0.224,0.892,0.171,0.048798
32,15,10,0.224,0.892,0.171,0.267548
32,15,10,0.224,0.892,0.171,0.201569
32,15,11,0.224,0.892,0.171,0.751556
32,15,12,0.224,0.892,0.171,0.397888
32,15,13,0.224,0.892,0.171,0.755646
32,15,14,0.224,0.892,0.171,0.291656
33,22,0,0.215,0.885,0.181,0.689667
33,22,1,0.215,0.885,0.181,0.274017
33,22,2,0.215,0.885,0.181,0.13324
33,22,2,0.215,0.885,0.181,0.956512
33,22,3,0.215,0.885,0.181,0.576355
33,22,4,0.215,0.885,0.181,0.445526
33,22,5,0.215,0.885,0.181,0.890808
33,22,6,0.215,0.885,0.181,0.317383
33,22,7,0.215,0.885,0.181,0.986877
33,22,8,0.215,0.885,0.181,0.017181
33,22,8,0.215,0.885,0.181,0.259949
33,22,8,0.215,0.885,0.181,0.202057
33,22,9,0.215,0.885,0.181,0.604492
33,22,10,0.215,0.885,0.181,0.112457
33,22,10,0.215,0.885,0.181,0.727722
33,22,10,0.215,0.885,0.181,0.824188
33,22,11,0.215,0.885,0.181,0.342926
33,22,12,0.215,0.885,0.181,0.924622
33,22,13,0.215,0.885,0.181,0.784149
33,22,14,0.215,0.885,0.181,0.543091
33,22,15,0.215,0.885,0.181,0.582031
33,22,16,0.215,0.885,0.181,0.994781
33,22,17,0.215,0.885,0.181,0.335175
33,22,18,0.215,0.885,0.181,0.892822
33,22,19,0.215,0.885,0.181,0.953308
33,22,20,0.215,0.885,0.181,0.955566
33,22,21,0.215,0.885,0.181,0.173279
33,22,21,0.215,0.885,0.181,0.021454
33,22,21,0.215,0.885,0.181,0.739227
34,3,0,0.204,0.891,0.151,0.078796
34,3,0,0.204,0.891,0.151,0.865784
34,3,0,0.204,0.891,0.151,0.090607
34,3,0,0.204,0.891,0.151,0.593719
34,3,1,0.204,0.891,0.151,0.069641
34,3,1,0.204,0.891,0.151,0.793579
34,3,1,0.204,0.891,0.151,0.934387
34,3,2,0.204,0.891,0.151,0.224274
35,23,0,0.211,0.883,0.171,0.168091
35,23,0,0.211,0.883,0.171,0.025574
35,23,0,0.211,0.883,0.171,0.604218
35,23,1,0.211,0.883,0.171,0.173889
35,23,1,0.211,0.883,0.171,0.641968
35,23,1,0.211,0.883,0.171,0.628876
35,23,2,0.211,0.883,0.171,0.778229
35,23,3,0.211,0.883,0.171,0.727722
35,23,4,0.211,0.883,0.171,0.851318
35,23,5,0.211,0.883,0.171,0.790161
35,23,6,0.211,0.883,0.171,0.663727
35,23,7,0.211,0.883,0.171,0.221375
35,23,8,0.211,0.883,0.171,0.9422
35,23,9,0.211,0.883,0.171,0.537964
35,23,10,0.211,0.883,0.171,0.589813
35,23,11,0.211,0.883,0.171,0.946289
35,23,12,0.211,0.883,0.171,0.069
35,23,12,0.211,0.883,0.171,0.457306
35,23,12,0.211,0.883,0.171,0.132172
35,23,12,0.211,0.883,0.171,0.94696
35,23,13,0.211,0.883,0.171,0.694916
35,23,14,0.211,0.883,0.171,0.101166
35,23,14,0.211,0.883,0.171,0.077942
35,23,14,0.211,0.883,0.171,0.139191
35,23,14,0.211,0.883,0.171,0.133331
35,23,15,0.211,0.883,0.171,0.604065
35,23,16,0.211,0.883,0.171,0.504272
35,23,17,0.211,0.883,0.171,0.729584
35,23,18,0.211,0.883,0.171,0.304047
35,23,19,0.211,0.883,0.171,0.353027
35,23,20,0.211,0.883,0.171,0.079468
35,23,20,0.211,0.883,0.171,0.042999
35,23,20,0.211,0.883,0.171,0.421631
35,23,21,0.211,0.883,0.171,0.045563
35,23,21,0.211,0.883,0.171,0.45929
35,23,21,0.211,0.883,0.171,0.81485
35,23,22,0.211,0.883,0.171,0.043945
35,23,22,0.211,0.883,0.171,0.609192
35,23,22,0.211,0.883,0.171,0.191498
36,19,0,0.226,0.864,0.15,0.768005
36,19,1,0.226,0.864,0.15,0.049866
36,19,1,0.226,0.864,0.15,0.590973
36,19,1,0.226,0.864,0.15,0.451508
36,19,2,0.226,0.864,0.15,0.672699
36,19,3,0.226,0.864,0.15,0.59671
36,19,4,0.226,0.864,0.15,0.910706
36,19,5,0.226,0.864,0.15,0.302643
36,19,6,0.226,0.864,0.15,0.44397
36,19,7,0.226,0.864,0.15,0.119629
36,19,7,0.226,0.864,0.15,0.978241
36,19,8,0.226,0.864,0.15,0.116119
36,19,8,0.226,0.864,0.15,0.483795
36,19,8,0.226,0.864,0.15,0.050995
36,19,8,0.226,0.864,0.15,0.840851
36,19,9,0.226,0.864,0.15,0.587006
36,19,10,0.226,0.864,0.15,0.779388
