learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber,nodeRecommendationID
2,8,2,0.201,0.881,0.16,0.515747,0
2,8,6,0.201,0.881,0.16,0.006775,1
3,10,0,0.215,0.875,0.15,0.91275,6
3,10,2,0.215,0.875,0.15,0.851532,5
3,10,5,0.215,0.875,0.15,0.150726,7
4,13,0,0.229,0.865,0.154,0.50116,6
5,9,1,0.22,0.871,0.172,0.050751,6
5,9,7,0.22,0.871,0.172,0.342682,5
6,19,3,0.22,0.863,0.181,0.142487,6
6,19,5,0.22,0.863,0.181,0.20697,5
6,19,6,0.22,0.863,0.181,0.514832,7
7,8,3,0.209,0.866,0.153,0.585083,6
8,10,2,0.223,0.887,0.165,0.487732,6
8,10,3,0.223,0.887,0.165,0.315033,5
8,10,7,0.223,0.887,0.165,0.993225,7
8,10,9,0.223,0.887,0.165,0.760925,3
9,13,1,0.199,0.871,0.156,0.692596,6
9,13,9,0.199,0.871,0.156,0.974121,5
9,13,10,0.199,0.871,0.156,0.03183,7
10,7,4,0.2,0.876,0.158,0.847717,6
10,7,6,0.2,0.876,0.158,0.709534,5
11,2,1,0.194,0.867,0.189,0.783783,6
12,19,0,0.221,0.877,0.142,0.590088,9
12,19,4,0.221,0.877,0.142,0.971527,4
12,19,7,0.221,0.877,0.142,0.20047,6
12,19,9,0.221,0.877,0.142,0.499573,7
13,8,2,0.232,0.87,0.181,0.252106,9
15,15,10,0.218,0.879,0.17,0.282867,9
15,15,12,0.218,0.879,0.17,0.750031,4
16,8,3,0.201,0.854,0.167,0.802094,9
16,8,5,0.201,0.854,0.167,0.892975,4
17,16,4,0.22,0.885,0.159,0.019714,9
17,16,11,0.22,0.885,0.159,0.090942,1
17,16,15,0.22,0.885,0.159,0.462067,3
18,10,0,0.213,0.871,0.173,0.122833,9
20,16,2,0.203,0.875,0.159,0.868408,9
20,16,4,0.203,0.875,0.159,0.522583,1
20,16,9,0.203,0.875,0.159,0.754425,3
20,16,13,0.203,0.875,0.159,0.657532,2
22,11,2,0.213,0.886,0.179,0.535645,9
22,11,5,0.213,0.886,0.179,0.646942,1
22,11,6,0.213,0.886,0.179,0.759674,3
24,12,6,0.204,0.882,0.181,0.918304,9
24,12,7,0.204,0.882,0.181,0.155762,1
24,12,9,0.204,0.882,0.181,0.711853,3
25,15,1,0.222,0.878,0.162,0.718414,9
25,15,7,0.222,0.878,0.162,0.7052,1
25,15,11,0.222,0.878,0.162,0.709442,3
25,15,13,0.222,0.878,0.162,0.650452,2
25,15,14,0.222,0.878,0.162,0.196289,6
26,20,1,0.21,0.877,0.164,0.158569,9
26,20,3,0.21,0.877,0.164,0.74173,1
26,20,7,0.21,0.877,0.164,0.052734,3
26,20,8,0.21,0.877,0.164,0.209412,0
26,20,12,0.21,0.877,0.164,0.033386,4
26,20,13,0.21,0.877,0.164,0.001129,6
26,20,15,0.21,0.877,0.164,0.096588,2
26,20,16,0.21,0.877,0.164,0.108704,8
26,20,18,0.21,0.877,0.164,0.76358,5
27,10,6,0.197,0.884,0.171,0.421997,9
28,20,0,0.222,0.858,0.156,0.987396,9
28,20,2,0.222,0.858,0.156,0.74469,1
28,20,5,0.222,0.858,0.156,0.361176,0
28,20,8,0.222,0.858,0.156,0.582306,3
28,20,11,0.222,0.858,0.156,0.530701,5
28,20,12,0.222,0.858,0.156,0.366577,8
28,20,14,0.222,0.858,0.156,0.959625,7
29,20,2,0.225,0.848,0.187,0.917755,0
29,20,5,0.225,0.848,0.187,0.598602,9
29,20,6,0.225,0.848,0.187,0.705505,1
29,20,13,0.225,0.848,0.187,0.694641,3
29,20,16,0.225,0.848,0.187,0.991577,5
30,13,2,0.214,0.883,0.167,0.523651,0
30,13,3,0.214,0.883,0.167,0.179108,9
30,13,5,0.214,0.883,0.167,0.486359,1
30,13,9,0.214,0.883,0.167,0.906433,3
30,13,12,0.214,0.883,0.167,0.199036,5
31,10,3,0.21,0.878,0.158,0.571106,0
32,15,0,0.224,0.892,0.171,0.81955,0
32,15,2,0.224,0.892,0.171,0.672607,3
32,15,8,0.224,0.892,0.171,0.925964,5
32,15,9,0.224,0.892,0.171,0.518585,8
32,15,14,0.224,0.892,0.171,0.647705,7
33,22,3,0.215,0.885,0.181,0.892853,0
33,22,5,0.215,0.885,0.181,0.077423,3
33,22,6,0.215,0.885,0.181,0.174194,9
33,22,7,0.215,0.885,0.181,0.660004,1
33,22,8,0.215,0.885,0.181,0.277344,4
33,22,11,0.215,0.885,0.181,0.862946,6
33,22,12,0.215,0.885,0.181,0.211578,5
33,22,13,0.215,0.885,0.181,0.509186,8
33,22,17,0.215,0.885,0.181,0.657776,7
34,3,1,0.204,0.891,0.151,0.0495,0
35,23,0,0.211,0.883,0.171,0.895447,0
35,23,3,0.211,0.883,0.171,0.567383,1
35,23,5,0.211,0.883,0.171,0.88739,3
35,23,11,0.211,0.883,0.171,0.210602,5
35,23,13,0.211,0.883,0.171,0.960571,8
35,23,14,0.211,0.883,0.171,0.718048,7
35,23,22,0.211,0.883,0.171,0.815369,2
36,19,5,0.226,0.864,0.15,0.717224,0
36,19,9,0.226,0.864,0.15,0.965485,1
36,19,17,0.226,0.864,0.15,0.01709,3
37,9,3,0.204,0.862,0.175,0.43158,0
38,27,0,0.186,0.87,0.168,0.668152,0
38,27,6,0.186,0.87,0.168,0.437592,3
38,27,16,0.186,0.87,0.168,0.11795,5
38,27,20,0.186,0.87,0.168,0.127808,1
38,27,25,0.186,0.87,0.168,0.942291,8
38,27,26,0.186,0.87,0.168,0.009033,7
39,5,0,0.233,0.878,0.159,0.374481,0
40,16,0,0.217,0.889,0.162,0.08432,0
40,16,2,0.217,0.889,0.162,0.836609,3
40,16,3,0.217,0.889,0.162,0.575653,5
40,16,5,0.217,0.889,0.162,0.168854,8
40,16,15,0.217,0.889,0.162,0.38147,7
41,17,6,0.222,0.866,0.147,0.11618,7
41,17,9,0.222,0.866,0.147,0.332428,5
41,17,12,0.222,0.866,0.147,0.566833,0
41,17,14,0.222,0.866,0.147,0.939362,8
41,17,15,0.222,0.866,0.147,0.380676,3
42,3,2,0.208,0.883,0.156,0.186066,7
43,19,0,0.208,0.866,0.186,0.549347,7
44,18,1,0.229,0.874,0.148,0.148102,7
44,18,2,0.229,0.874,0.148,0.532379,5
44,18,4,0.229,0.874,0.148,0.977814,0
45,23,3,0.212,0.857,0.18,0.402679,7
45,23,4,0.212,0.857,0.18,0.695007,5
45,23,7,0.212,0.857,0.18,0.021088,0
45,23,12,0.212,0.857,0.18,0.153748,8
45,23,13,0.212,0.857,0.18,0.55365,3
46,15,0,0.215,0.874,0.166,0.900665,3
46,15,3,0.215,0.874,0.166,0.056854,9
46,15,4,0.215,0.874,0.166,0.722931,8
46,15,6,0.215,0.874,0.166,0.059784,1
46,15,14,0.215,0.874,0.166,0.916351,5
47,10,3,0.204,0.889,0.168,0.322479,3
48,11,5,0.235,0.876,0.14,0.006866,3
48,11,6,0.235,0.876,0.14,0.418121,9
48,11,7,0.235,0.876,0.14,0.710724,8
49,29,10,0.196,0.879,0.164,0.069977,3
49,29,16,0.196,0.879,0.164,0.98465,9
49,29,19,0.196,0.879,0.164,0.990479,8
49,29,20,0.196,0.879,0.164,0.568817,1
49,29,22,0.196,0.879,0.164,0.681061,5
49,29,28,0.196,0.879,0.164,0.083252,0
50,11,1,0.227,0.872,0.161,0.490601,3
50,11,4,0.227,0.872,0.161,0.103485,9
50,11,9,0.227,0.872,0.161,0.533722,8
51,2,0,0.229,0.874,0.177,0.203522,3
51,2,1,0.229,0.874,0.177,0.477051,9
52,16,8,0.214,0.861,0.158,0.504364,3
52,16,10,0.214,0.861,0.158,0.908447,9
53,21,1,0.213,0.877,0.152,0.45694,3
53,21,4,0.213,0.877,0.152,0.915955,9
53,21,6,0.213,0.877,0.152,0.371216,1
53,21,9,0.213,0.877,0.152,0.760864,8
53,21,10,0.213,0.877,0.152,0.0961,0
53,21,12,0.213,0.877,0.152,0.605408,5
53,21,15,0.213,0.877,0.152,0.521332,7
53,21,16,0.213,0.877,0.152,0.375153,2
54,20,8,0.213,0.88,0.162,0.287903,3
54,20,16,0.213,0.88,0.162,0.335327,9
55,20,6,0.214,0.885,0.152,0.056824,3
55,20,19,0.214,0.885,0.152,0.936829,9
56,12,7,0.225,0.878,0.157,0.151489,3
57,27,0,0.2,0.865,0.169,0.034729,3
57,27,1,0.2,0.865,0.169,0.030762,9
57,27,9,0.2,0.865,0.169,0.551117,1
57,27,14,0.2,0.865,0.169,0.24408,8
57,27,16,0.2,0.865,0.169,0.795074,7
58,10,8,0.205,0.87,0.162,0.662994,7
59,19,6,0.222,0.869,0.161,0.680084,7
59,19,11,0.222,0.869,0.161,0.113342,5
59,19,16,0.222,0.869,0.161,0.216644,8
60,19,17,0.205,0.864,0.158,0.140533,5
60,19,18,0.205,0.864,0.158,0.403412,7
61,9,1,0.234,0.885,0.157,0.702454,2
61,9,7,0.234,0.885,0.157,0.870453,6
62,4,0,0.236,0.884,0.168,0.770966,2
62,4,3,0.236,0.884,0.168,0.359985,6
63,14,4,0.217,0.88,0.158,0.056305,2
63,14,9,0.217,0.88,0.158,0.884918,6
63,14,11,0.217,0.88,0.158,0.515015,4
64,14,5,0.203,0.902,0.153,0.421997,2
64,14,9,0.203,0.902,0.153,0.519836,6
64,14,10,0.203,0.902,0.153,0.91684,4
65,18,2,0.204,0.878,0.172,0.727966,2
65,18,9,0.204,0.878,0.172,0.752777,6
66,17,3,0.211,0.857,0.171,0.309814,2
66,17,11,0.211,0.857,0.171,0.587128,6
66,17,15,0.211,0.857,0.171,0.757294,4
67,9,0,0.209,0.865,0.155,0.120941,2
67,9,4,0.209,0.865,0.155,0.059265,6
67,9,5,0.209,0.865,0.155,0.280029,4
67,9,6,0.209,0.865,0.155,0.392975,7
68,17,5,0.222,0.872,0.169,0.096558,2
68,17,14,0.222,0.872,0.169,0.9711,6
68,17,15,0.222,0.872,0.169,0.280457,4
69,19,0,0.226,0.871,0.174,0.059174,2
69,19,12,0.226,0.871,0.174,0.839996,6
69,19,16,0.226,0.871,0.174,0.289612,4
70,13,9,0.212,0.871,0.166,0.938416,2
71,20,6,0.189,0.874,0.161,0.470459,2
71,20,7,0.189,0.874,0.161,0.423462,6
72,13,5,0.221,0.887,0.206,0.064362,2
72,13,8,0.221,0.887,0.206,0.190491,0
72,13,9,0.221,0.887,0.206,0.683655,4
72,13,10,0.221,0.887,0.206,0.07428,6
72,13,11,0.221,0.887,0.206,0.912262,7
72,13,12,0.221,0.887,0.206,0.612457,1
73,18,2,0.207,0.879,0.131,0.627533,0
73,18,9,0.207,0.879,0.131,0.32959,4
73,18,10,0.207,0.879,0.131,0.901489,6
73,18,13,0.207,0.879,0.131,0.530975,2
73,18,15,0.207,0.879,0.131,0.157471,7
74,21,0,0.228,0.885,0.184,0.639038,0
74,21,4,0.228,0.885,0.184,0.988739,4
74,21,6,0.228,0.885,0.184,0.474457,6
74,21,10,0.228,0.885,0.184,0.961761,2
74,21,18,0.228,0.885,0.184,0.777069,7
74,21,19,0.228,0.885,0.184,0.021667,1
76,20,4,0.213,0.869,0.169,0.028839,0
76,20,5,0.213,0.869,0.169,0.684509,4
76,20,11,0.213,0.869,0.169,0.838348,6
76,20,12,0.213,0.869,0.169,0.772095,2
76,20,13,0.213,0.869,0.169,0.076447,7
77,17,3,0.196,0.897,0.194,0.488861,0
77,17,6,0.196,0.897,0.194,0.791229,7
77,17,8,0.196,0.897,0.194,0.800354,5
77,17,11,0.196,0.897,0.194,0.795135,3
78,20,0,0.219,0.868,0.184,0.838989,0
78,20,5,0.219,0.868,0.184,0.342926,7
78,20,8,0.219,0.868,0.184,0.203674,5
78,20,9,0.219,0.868,0.184,0.925201,3
78,20,14,0.219,0.868,0.184,0.146912,8
78,20,19,0.219,0.868,0.184,0.551025,1
79,17,7,0.208,0.874,0.147,0.616394,0
79,17,11,0.208,0.874,0.147,0.025269,7
80,7,5,0.21,0.89,0.171,0.97879,0
81,25,21,0.209,0.869,0.164,0.634979,0
82,16,1,0.223,0.881,0.145,0.326172,0
82,16,3,0.223,0.881,0.145,0.90863,7
82,16,6,0.223,0.881,0.145,0.89444,5
82,16,9,0.223,0.881,0.145,0.668304,3
82,16,10,0.223,0.881,0.145,0.193726,8
83,18,4,0.218,0.895,0.171,0.723999,0
83,18,8,0.218,0.895,0.171,0.035645,7
83,18,10,0.218,0.895,0.171,0.252563,5
83,18,16,0.218,0.895,0.171,0.290466,3
84,8,0,0.214,0.872,0.148,0.700073,0
85,19,2,0.235,0.869,0.166,0.452179,0
85,19,9,0.235,0.869,0.166,0.388306,3
85,19,10,0.235,0.869,0.166,0.282196,5
85,19,11,0.235,0.869,0.166,0.068787,7
86,11,3,0.209,0.879,0.16,0.363037,3
87,7,6,0.208,0.852,0.142,0.205048,3
88,5,0,0.204,0.865,0.171,0.661865,3
89,12,0,0.221,0.874,0.175,0.199341,3
89,12,3,0.221,0.874,0.175,0.894135,5
89,12,4,0.221,0.874,0.175,0.853699,7
89,12,6,0.221,0.874,0.175,0.909943,8
89,12,7,0.221,0.874,0.175,0.441711,0
89,12,9,0.221,0.874,0.175,0.012421,1
90,22,0,0.231,0.886,0.161,0.208862,0
