learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber,nodeRecommendationID
3,10,5,0.215,0.875,0.15,0.151062,0
4,13,0,0.229,0.865,0.154,0.625122,0
4,13,4,0.229,0.865,0.154,0.928009,6
4,13,5,0.229,0.865,0.154,0.637329,4
4,13,10,0.229,0.865,0.154,0.615784,2
6,19,3,0.22,0.863,0.181,0.304413,6
6,19,6,0.22,0.863,0.181,0.584198,4
6,19,7,0.22,0.863,0.181,0.64624,0
6,19,12,0.22,0.863,0.181,0.789124,9
6,19,17,0.22,0.863,0.181,0.797211,2
7,8,6,0.209,0.866,0.153,0.13739,2
8,10,8,0.223,0.887,0.165,0.281647,2
9,13,0,0.199,0.871,0.156,0.335785,2
9,13,3,0.199,0.871,0.156,0.781677,3
9,13,9,0.199,0.871,0.156,0.325134,1
9,13,12,0.199,0.871,0.156,0.97934,4
10,7,3,0.2,0.876,0.158,0.644287,2
12,19,4,0.221,0.877,0.142,0.494568,2
12,19,5,0.221,0.877,0.142,0.463104,3
12,19,8,0.221,0.877,0.142,0.729065,1
12,19,11,0.221,0.877,0.142,0.979462,4
12,19,13,0.221,0.877,0.142,0.670013,9
12,19,14,0.221,0.877,0.142,0.244812,0
13,8,0,0.232,0.87,0.181,0.579742,2
13,8,4,0.232,0.87,0.181,0.908691,3
13,8,5,0.232,0.87,0.181,0.393555,1
15,15,4,0.218,0.879,0.17,0.566833,2
15,15,6,0.218,0.879,0.17,0.172272,3
15,15,7,0.218,0.879,0.17,0.669128,1
15,15,12,0.218,0.879,0.17,0.658783,4
15,15,13,0.218,0.879,0.17,0.590668,9
17,16,0,0.22,0.885,0.159,0.706604,2
17,16,3,0.22,0.885,0.159,0.459106,3
17,16,8,0.22,0.885,0.159,0.253754,1
17,16,13,0.22,0.885,0.159,0.105164,9
18,10,0,0.213,0.871,0.173,0.893463,2
19,5,3,0.203,0.874,0.147,0.801544,2
20,16,4,0.203,0.875,0.159,0.901398,2
20,16,5,0.203,0.875,0.159,0.868561,3
20,16,6,0.203,0.875,0.159,0.822815,1
20,16,7,0.203,0.875,0.159,0.432556,9
20,16,9,0.203,0.875,0.159,0.578247,6
20,16,11,0.203,0.875,0.159,0.716705,4
21,6,0,0.224,0.868,0.161,0.710693,2
22,11,2,0.213,0.886,0.179,0.569702,2
22,11,4,0.213,0.886,0.179,0.988678,3
22,11,8,0.213,0.886,0.179,0.6763,1
24,12,2,0.204,0.882,0.181,0.270203,2
25,15,1,0.222,0.878,0.162,0.37204,2
25,15,8,0.222,0.878,0.162,0.276306,3
25,15,11,0.222,0.878,0.162,0.335266,1
25,15,13,0.222,0.878,0.162,0.799133,9
26,20,3,0.21,0.877,0.164,0.865784,2
26,20,14,0.21,0.877,0.164,0.309967,3
26,20,18,0.21,0.877,0.164,0.141754,1
27,10,2,0.197,0.884,0.171,0.204102,2
28,20,2,0.222,0.858,0.156,0.314941,2
28,20,5,0.222,0.858,0.156,0.685974,3
28,20,6,0.222,0.858,0.156,0.447449,1
28,20,10,0.222,0.858,0.156,0.505859,9
28,20,15,0.222,0.858,0.156,0.047394,6
28,20,16,0.222,0.858,0.156,0.496338,0
28,20,18,0.222,0.858,0.156,0.326569,4
29,20,2,0.225,0.848,0.187,0.169922,1
29,20,7,0.225,0.848,0.187,0.364777,9
29,20,13,0.225,0.848,0.187,0.012085,6
29,20,15,0.225,0.848,0.187,0.498383,0
30,13,0,0.214,0.883,0.167,0.559082,1
30,13,1,0.214,0.883,0.167,0.476959,9
30,13,4,0.214,0.883,0.167,0.352264,6
30,13,5,0.214,0.883,0.167,0.358582,0
31,10,4,0.21,0.878,0.158,0.191315,1
32,15,0,0.224,0.892,0.171,0.359863,1
32,15,3,0.224,0.892,0.171,0.196228,0
32,15,6,0.224,0.892,0.171,0.891846,9
32,15,12,0.224,0.892,0.171,0.456665,8
33,22,9,0.215,0.885,0.181,0.881958,0
33,22,13,0.215,0.885,0.181,0.742004,1
33,22,18,0.215,0.885,0.181,0.418823,9
33,22,21,0.215,0.885,0.181,0.935822,8
35,23,3,0.211,0.883,0.171,0.947021,0
35,23,4,0.211,0.883,0.171,0.224609,1
35,23,5,0.211,0.883,0.171,0.82077,9
35,23,8,0.211,0.883,0.171,0.663269,8
35,23,9,0.211,0.883,0.171,0.673065,2
35,23,13,0.211,0.883,0.171,0.545197,3
35,23,14,0.211,0.883,0.171,0.221924,4
