learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
1,4,0,0.238,0.877,0.163,0.581085
1,4,1,0.238,0.877,0.163,0.411285
1,4,2,0.238,0.877,0.163,0.547272
1,4,3,0.238,0.877,0.163,0.886108
2,8,0,0.201,0.881,0.16,0.721802
2,8,1,0.201,0.881,0.16,0.652435
2,8,2,0.201,0.881,0.16,0.850403
2,8,3,0.201,0.881,0.16,0.003357
2,8,3,0.201,0.881,0.16,0.805237
2,8,3,0.201,0.881,0.16,0.580902
2,8,4,0.201,0.881,0.16,0.990234
2,8,5,0.201,0.881,0.16,0.14679
2,8,5,0.201,0.881,0.16,0.562469
2,8,5,0.201,0.881,0.16,0.662994
2,8,6,0.201,0.881,0.16,0.375153
2,8,7,0.201,0.881,0.16,0.888092
3,10,0,0.215,0.875,0.15,0.379822
3,10,1,0.215,0.875,0.15,0.438507
3,10,2,0.215,0.875,0.15,0.710419
3,10,3,0.215,0.875,0.15,0.85321
3,10,4,0.215,0.875,0.15,0.597229
3,10,5,0.215,0.875,0.15,0.15271
3,10,5,0.215,0.875,0.15,0.482208
3,10,5,0.215,0.875,0.15,0.545532
3,10,6,0.215,0.875,0.15,0.322418
3,10,7,0.215,0.875,0.15,0.338806
3,10,8,0.215,0.875,0.15,0.35907
3,10,9,0.215,0.875,0.15,0.863831
4,13,0,0.229,0.865,0.154,0.931824
4,13,1,0.229,0.865,0.154,0.745178
4,13,2,0.229,0.865,0.154,0.190826
4,13,2,0.229,0.865,0.154,0.825439
4,13,2,0.229,0.865,0.154,0.031433
4,13,2,0.229,0.865,0.154,0.442657
4,13,3,0.229,0.865,0.154,0.533142
4,13,4,0.229,0.865,0.154,0.268951
4,13,5,0.229,0.865,0.154,0.827789
4,13,6,0.229,0.865,0.154,0.781952
4,13,7,0.229,0.865,0.154,0.870331
4,13,8,0.229,0.865,0.154,0.977539
4,13,9,0.229,0.865,0.154,0.562897
4,13,10,0.229,0.865,0.154,0.251038
4,13,11,0.229,0.865,0.154,0.666779
4,13,12,0.229,0.865,0.154,0.576355
5,9,0,0.22,0.871,0.172,0.45929
5,9,1,0.22,0.871,0.172,0.11499
5,9,1,0.22,0.871,0.172,0.957367
5,9,2,0.22,0.871,0.172,0.858887
5,9,3,0.22,0.871,0.172,0.144318
5,9,3,0.22,0.871,0.172,0.194824
5,9,3,0.22,0.871,0.172,0.807404
5,9,4,0.22,0.871,0.172,0.830292
5,9,5,0.22,0.871,0.172,0.309265
5,9,6,0.22,0.871,0.172,0.240845
5,9,7,0.22,0.871,0.172,0.619232
5,9,8,0.22,0.871,0.172,0.28656
6,19,0,0.22,0.863,0.181,0.671234
6,19,1,0.22,0.863,0.181,0.195618
6,19,1,0.22,0.863,0.181,0.342102
6,19,1,0.22,0.863,0.181,0.731415
6,19,2,0.22,0.863,0.181,0.902039
6,19,3,0.22,0.863,0.181,0.25647
6,19,4,0.22,0.863,0.181,0.142029
6,19,4,0.22,0.863,0.181,0.487427
6,19,4,0.22,0.863,0.181,0.561981
6,19,5,0.22,0.863,0.181,0.542633
6,19,6,0.22,0.863,0.181,0.099915
6,19,6,0.22,0.863,0.181,0.384308
6,19,6,0.22,0.863,0.181,0.424103
6,19,7,0.22,0.863,0.181,0.628601
6,19,8,0.22,0.863,0.181,0.868256
6,19,9,0.22,0.863,0.181,0.282074
6,19,10,0.22,0.863,0.181,0.485931
6,19,11,0.22,0.863,0.181,0.46994
6,19,12,0.22,0.863,0.181,0.267456
6,19,13,0.22,0.863,0.181,0.019226
6,19,13,0.22,0.863,0.181,0.288055
6,19,13,0.22,0.863,0.181,0.62561
6,19,14,0.22,0.863,0.181,0.911469
6,19,15,0.22,0.863,0.181,0.707336
6,19,16,0.22,0.863,0.181,0.524506
6,19,17,0.22,0.863,0.181,0.860016
6,19,18,0.22,0.863,0.181,0.686829
7,8,0,0.209,0.866,0.153,0.429169
7,8,1,0.209,0.866,0.153,0.105896
7,8,1,0.209,0.866,0.153,0.037964
7,8,1,0.209,0.866,0.153,0.68045
7,8,2,0.209,0.866,0.153,0.688721
7,8,3,0.209,0.866,0.153,0.498108
7,8,4,0.209,0.866,0.153,0.541412
7,8,5,0.209,0.866,0.153,0.300446
7,8,6,0.209,0.866,0.153,0.031311
7,8,6,0.209,0.866,0.153,0.990448
7,8,7,0.209,0.866,0.153,0.057953
7,8,7,0.209,0.866,0.153,0.760345
7,8,7,0.209,0.866,0.153,0.684174
8,10,0,0.223,0.887,0.165,0.548767
8,10,1,0.223,0.887,0.165,0.609314
8,10,2,0.223,0.887,0.165,0.827789
8,10,3,0.223,0.887,0.165,0.218536
8,10,3,0.223,0.887,0.165,0.512787
8,10,3,0.223,0.887,0.165,0.063416
8,10,3,0.223,0.887,0.165,0.7117
8,10,4,0.223,0.887,0.165,0.743713
8,10,5,0.223,0.887,0.165,0.438629
8,10,6,0.223,0.887,0.165,0.083801
8,10,6,0.223,0.887,0.165,0.342468
8,10,6,0.223,0.887,0.165,0.582947
8,10,7,0.223,0.887,0.165,0.175049
8,10,7,0.223,0.887,0.165,0.357178
8,10,7,0.223,0.887,0.165,0.157257
8,10,7,0.223,0.887,0.165,0.475372
8,10,8,0.223,0.887,0.165,0.714569
