learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
1,4,0,0.238,0.877,0.163,0.825775
1,4,1,0.238,0.877,0.163,0.987213
1,4,2,0.238,0.877,0.163,0.151978
1,4,2,0.238,0.877,0.163,0.91037
1,4,3,0.238,0.877,0.163,0.55481
2,8,0,0.201,0.881,0.16,0.83252
2,8,1,0.201,0.881,0.16,0.7435
2,8,2,0.201,0.881,0.16,0.444489
2,8,3,0.201,0.881,0.16,0.820404
2,8,4,0.201,0.881,0.16,0.825012
2,8,5,0.201,0.881,0.16,0.430878
2,8,6,0.201,0.881,0.16,0.487305
2,8,7,0.201,0.881,0.16,0.55722
3,10,0,0.215,0.875,0.15,0.604553
3,10,1,0.215,0.875,0.15,0.969208
3,10,2,0.215,0.875,0.15,0.942322
3,10,3,0.215,0.875,0.15,0.196564
3,10,3,0.215,0.875,0.15,0.842621
3,10,3,0.215,0.875,0.15,0.662872
3,10,4,0.215,0.875,0.15,0.21933
3,10,5,0.215,0.875,0.15,0.013611
3,10,5,0.215,0.875,0.15,0.629456
3,10,5,0.215,0.875,0.15,0.024872
3,10,5,0.215,0.875,0.15,0.708618
3,10,6,0.215,0.875,0.15,0.168335
3,10,6,0.215,0.875,0.15,0.230438
3,10,6,0.215,0.875,0.15,0.547546
3,10,7,0.215,0.875,0.15,0.108734
3,10,7,0.215,0.875,0.15,0.926361
3,10,8,0.215,0.875,0.15,0.024109
3,10,8,0.215,0.875,0.15,0.59256
3,10,8,0.215,0.875,0.15,0.515442
3,10,9,0.215,0.875,0.15,0.579926
4,13,0,0.229,0.865,0.154,0.683502
4,13,1,0.229,0.865,0.154,0.243469
4,13,2,0.229,0.865,0.154,0.133667
4,13,2,0.229,0.865,0.154,0.821411
4,13,2,0.229,0.865,0.154,0.929626
4,13,3,0.229,0.865,0.154,0.71701
4,13,4,0.229,0.865,0.154,0.063873
4,13,4,0.229,0.865,0.154,0.864258
4,13,4,0.229,0.865,0.154,0.404388
4,13,5,0.229,0.865,0.154,0.838837
4,13,6,0.229,0.865,0.154,0.11911
4,13,6,0.229,0.865,0.154,0.995026
4,13,7,0.229,0.865,0.154,0.296997
4,13,8,0.229,0.865,0.154,0.17392
4,13,8,0.229,0.865,0.154,0.992462
4,13,9,0.229,0.865,0.154,0.897369
4,13,10,0.229,0.865,0.154,0.929047
4,13,11,0.229,0.865,0.154,0.059235
4,13,11,0.229,0.865,0.154,0.053986
4,13,11,0.229,0.865,0.154,0.21698
4,13,12,0.229,0.865,0.154,0.99353
5,9,0,0.22,0.871,0.172,0.581635
5,9,1,0.22,0.871,0.172,0.861786
5,9,2,0.22,0.871,0.172,0.396973
5,9,3,0.22,0.871,0.172,0.051361
5,9,3,0.22,0.871,0.172,0.115509
5,9,3,0.22,0.871,0.172,0.129395
5,9,3,0.22,0.871,0.172,0.822479
5,9,4,0.22,0.871,0.172,0.104309
5,9,4,0.22,0.871,0.172,0.537048
5,9,4,0.22,0.871,0.172,0.807648
5,9,5,0.22,0.871,0.172,0.541168
5,9,6,0.22,0.871,0.172,0.52417
5,9,7,0.22,0.871,0.172,0.669861
5,9,8,0.22,0.871,0.172,0.646271
6,19,0,0.22,0.863,0.181,0.777985
6,19,1,0.22,0.863,0.181,0.84259
6,19,2,0.22,0.863,0.181,0.708923
6,19,3,0.22,0.863,0.181,0.820679
6,19,4,0.22,0.863,0.181,0.162201
6,19,4,0.22,0.863,0.181,0.470947
6,19,4,0.22,0.863,0.181,0.418457
6,19,5,0.22,0.863,0.181,0.933746
6,19,6,0.22,0.863,0.181,0.806885
6,19,7,0.22,0.863,0.181,0.594452
6,19,8,0.22,0.863,0.181,0.955353
6,19,9,0.22,0.863,0.181,0.343567
6,19,10,0.22,0.863,0.181,0.93927
6,19,11,0.22,0.863,0.181,0.054565
6,19,11,0.22,0.863,0.181,0.073212
6,19,11,0.22,0.863,0.181,0.52475
6,19,12,0.22,0.863,0.181,0.088989
6,19,12,0.22,0.863,0.181,0.602814
6,19,12,0.22,0.863,0.181,0.155121
6,19,12,0.22,0.863,0.181,0.704681
6,19,13,0.22,0.863,0.181,0.18158
6,19,13,0.22,0.863,0.181,0.199707
6,19,13,0.22,0.863,0.181,0.137146
6,19,13,0.22,0.863,0.181,0.479126
6,19,14,0.22,0.863,0.181,0.013214
6,19,14,0.22,0.863,0.181,0.871338
6,19,15,0.22,0.863,0.181,0.687317
6,19,16,0.22,0.863,0.181,0.118896
6,19,16,0.22,0.863,0.181,0.712128
6,19,16,0.22,0.863,0.181,0.403381
6,19,17,0.22,0.863,0.181,0.900116
6,19,18,0.22,0.863,0.181,0.352905
7,8,0,0.209,0.866,0.153,0.527679
7,8,1,0.209,0.866,0.153,0.756073
7,8,2,0.209,0.866,0.153,0.205902
7,8,2,0.209,0.866,0.153,0.051086
7,8,2,0.209,0.866,0.153,0.828796
7,8,3,0.209,0.866,0.153,0.97757
7,8,4,0.209,0.866,0.153,0.536469
7,8,5,0.209,0.866,0.153,0.198822
7,8,5,0.209,0.866,0.153,0.640839
7,8,5,0.209,0.866,0.153,0.981995
7,8,6,0.209,0.866,0.153,0.337616
7,8,7,0.209,0.866,0.153,0.171021
7,8,7,0.209,0.866,0.153,0.21701
7,8,7,0.209,0.866,0.153,0.467133
8,10,0,0.223,0.887,0.165,0.846649
8,10,1,0.223,0.887,0.165,0.190979
8,10,1,0.223,0.887,0.165,0.3396
8,10,1,0.223,0.887,0.165,0.512878
8,10,2,0.223,0.887,0.165,0.546204
8,10,3,0.223,0.887,0.165,0.795349
8,10,4,0.223,0.887,0.165,0.4039
8,10,5,0.223,0.887,0.165,0.525421
8,10,6,0.223,0.887,0.165,0.731323
8,10,7,0.223,0.887,0.165,0.859039
8,10,8,0.223,0.887,0.165,0.992371
8,10,9,0.223,0.887,0.165,0.325714
9,13,0,0.199,0.871,0.156,0.630585
9,13,1,0.199,0.871,0.156,0.595154
9,13,2,0.199,0.871,0.156,0.519562
9,13,3,0.199,0.871,0.156,0.576569
9,13,4,0.199,0.871,0.156,0.771515
9,13,5,0.199,0.871,0.156,0.090363
9,13,5,0.199,0.871,0.156,0.607483
9,13,5,0.199,0.871,0.156,0.181641
9,13,6,0.199,0.871,0.156,0.969879
9,13,7,0.199,0.871,0.156,0.306641
9,13,8,0.199,0.871,0.156,0.313171
9,13,9,0.199,0.871,0.156,0.769653
9,13,10,0.199,0.871,0.156,0.764526
9,13,11,0.199,0.871,0.156,0.061523
9,13,11,0.199,0.871,0.156,0.974609
9,13,12,0.199,0.871,0.156,0.028442
9,13,12,0.199,0.871,0.156,0.618469
9,13,12,0.199,0.871,0.156,0.472076
10,7,0,0.2,0.876,0.158,0.542389
10,7,1,0.2,0.876,0.158,0.136017
10,7,1,0.2,0.876,0.158,0.656372
